date,comuna,house,new,total_area,built_area,bedrooms,bathrooms,furnished,address,description,price_uf,days_old
2020-09-08,Ñuñoa,0,0,90.0,,4.0,3.0,0,"Ñuñoa, Av. José Pedro Alessandri 1901","Oportunidad!! Hermoso departamento en condominio con áreas verdes comunes y conserjería. Seguridad 24/7. Edificio de un departamento por piso. Ubicado en primer piso, cuenta con amplio jardín privado, 4 dormitorios, 3 baños, living comedor, cocina equipada, lavadero y un estacionamiento. Excelent...",5200.0,2
2020-09-08,Santiago,0,0,78.0,,2.0,2.0,0,"Santiago, Av. Ricardo Lyon 1500","Vendo estupendo departamento en Ricardo Lyon entre Irarrázaval y simón Bolívar, tercer piso, orientación sur-poniente, ambiente familiar y seguro. Cercano a metro, locomoción, comercio, supermercados, colegios y más. Hall de entrada, living-comedor con terraza que conecta con dormitorio principal...",5990.0,2
2020-09-08,Ñuñoa,0,0,67.0,,2.0,1.0,0,"Ñuñoa, Av. José Pedro Alessandri 521","OPORTUNIDAD!!! OFERTAS DESDE UF 4.550 Departamento en piso 7 orientación S/O con solo dos años de uso. º-2 Amplios dormitorios con piso flotante y ventanas termopanel. º-1 Baño completo º-Living comedor, pisos de porcelanato, muy iluminado. º-Cocina integrada con cubierta de marmol. º-Amplia terr...",4550.0,2
2020-09-07,Santiago,0,0,38.0,,2.0,1.0,0,"Santiago, Zenteno 1482","Departamento en venta de 38 m2. 2 Dormitorios y 1 baño. Cocina equipada. Bodega. Estacionamiento. Cercano a colegios, servicios, supermercados, clínicas y hospitales, locomoción. Comisión corretaje de 2% + boleta de honorarios. Servicios asociados a la operación: -Asesoría crediticia (Hipotecario...",1990.0,3
2020-09-07,Santiago,0,0,36.0,,2.0,1.0,0,"Santiago, Zenteno 1482","Departamento en venta de 36 m2. 2 dormitorios y 1 baño. Instalación para lavadora automática. Calentador de agua. Gastos comunes de $30.000. Bodega. Cercano a servicios, supermercados, colegios, universidades. Comisión corretaje de 2% + boleta de honorarios. Servicios asociados a la operación: -A...",1790.0,3
2020-09-07,Independencia,0,0,44.0,,2.0,1.0,0,"Independencia, Inglaterra 1144","¡OPORTUNIDAD! Se vende Hermoso departamento con excelente vista y cercano al centro de Santiago. Departamento cuenta con 2 habitaciones, 1 baño, living comedor con piso flotante y con salida a terraza, cocina americana amoblada y equipada. Posee termo de agua caliente. DEPARTAMENTO CUENTA CON 1 E...",2230.84,3
2020-09-07,La Cisterna,0,0,41.0,,2.0,1.0,0,"La Cisterna, Brisas del Maipo 0130","¡ATENCIÓN INVERSIONISTAS! No deje de vivir o invertir en esta espectacular propiedad en Venta a pasos de Metro La Cisterna. Acogedor departamento en Condominio Parque Las Brisas, ubicado en un piso 9. Cuenta con 2 dormitorios (ambos alfombrados), 1 baño, cocina americana amoblada y equipada, livi...",1847.42,3
2020-09-07,Santiago,0,0,34.0,,1.0,1.0,0,"Santiago, Tarapacá 850","Gran oportunidad de Venta para inversionistas, cercano a colegios emblemáticos, trabajo, universidades, bancos, teatros y parques, y una gran cantidad de beneficios. Se propietario de este departamento a un precio justo, sin pagar de más, distribuido en 1 Dormitorio y 1 Baño (en suite) con cocina...",2185.0,3
2020-09-07,La Cisterna,0,0,43.0,,3.0,1.0,0,"La Cisterna, Vicuña Mackenna 669","Se VENDE hermoso departamento ubicado a solo pasos de la Estación de Metro La Cisterna. Departamento ubicado en un piso 5, cuenta con 3 dormitorios, 1 baño, cocina americana, living comedor y terraza. No posee Estacionamiento ni bodega. Condominio cuenta con seguridad las 24 horas del día, lindos...",2021.7,3
2020-09-05,Santiago,0,0,68.0,,2.0,2.0,0,"Santiago, Exequiel Fernandez 2324","Hermoso y amplio departamento en Exequiel Fernandez, 2 Dormitorios, 2 Baños, Estacionamiento y bodega. Ubicado en Piso 11. Orientación: Norte. Cocina independiente totalmente amoblada y equipada, con logia, y espacio para poner tanto sacadora como lavadora. walking closet y baño en suite principa...",4182.83,5
2020-09-05,Cerro Navia,0,0,58.0,,3.0,1.0,0,"Cerro Navia, Calle Magdalena Matte 8537","EXCELENTE DEPARTAMENTO DUPLEX!! En muy buen estado de conservación. Ubicado en Villa Bicentenario cercana a todo tipo de equipamiento, a cuadras de nuevo Hospital y futura Estación Metro Mapocho/Huelén, movilización a la puerta. Conjunto habitacional cerrado, con un total de 97 viviendas distribu...",1551.13,5
2020-09-05,Las Condes,0,0,95.0,,2.0,2.0,1,"Las Condes, Martín de Zamora 5031","OPORTUNIDAD POR VIAJE!!!! PRECIOSO Departamento ALMAGRO, casi NUEVO se VENDE A PUERTA CERRADA TOTALMENTE EQUIPADO CON TODO EL MOBILIARIO!!!!. + Una PIEZA ESTUDIO u OFICINA, TALLER en el primer piso, de aproximadamente 14 m2 + 1 estacionamiento amplio + 1 bodega!!! Todo de calidad y con un diseño ...",8500.0,5
2020-09-05,Macul,0,0,82.34,,3.0,2.0,0,"Macul, Cod  47 Av. Macul","Work Inmobiliario vende hermoso departamento ubicado en la Comuna de Macul, emplazado en el piso 14 del edificio. El inmueble tiene excelente conectividad, cercano a comercios, plazas, etc. La propiedad cuenta con dormitorio principal en suite que además tiene un balcón, closet en ambas habitacio...",4357.11,5
2020-09-04,Quinta Normal,0,0,45.0,,2.0,1.0,0,"Quinta Normal, Nicolás Palacios","Hermoso y cómodo departamento en segundo piso, 2 dormitorios, 1 baño, cocina americana y balcón. Edificio cuenta con piscina, lavandería, sala multiuso, juegos infantiles, áreas verdes. Cercano a colegios, bancos, comercio en general. Fácil acceso a Metro Lourdes y Parque Quinta Normal, locomoció...",1742.84,6
2020-09-04,Ñuñoa,0,0,42.0,,1.0,1.0,0,"Ñuñoa, Metro Monseñor Eyzaguirre","Departamento ideal para quienes quieran vivir en un barrio tranquilo, rodeado de todos los servicios que puedas necesitar, con gran conectividad a través de Av. Irarrazaval y a pasos de Metro Monseñor Eyzaguire y Barrio Italia. Departamento de un dormitorio en suite con walking closet y aire acon...",3030.0,6
2020-09-03,Quinta Normal,0,0,60.0,,2.0,1.0,0,"Quinta Normal, Compañía 4464",Venta inversionistas o por unidad. Departamento de 2D + 1B. Quinta Normal. Unidades actualmente en arriendo. Plusvalía del 6%. Delta actual de liquidez de $60.000. Gastos comunes de $25.000. Servicios asociados a la operación: -Asesoría crediticia (Hipotecario) -Documentación completa frente a ba...,2250.0,7
2020-09-03,Ñuñoa,0,0,80.0,,2.0,2.0,0,"Santiago, Fernández Concha","Código Interno: Ñuñoa_144 Amplio departamento de 2 dormitorios, 2 baños, cocina tradicional y gran terraza. • 80 m2 total y 75 útiles. • Piso 2 Orientación poniente. • Cocina tradicional amoblada y equipada con: encimera a gas, horno eléctrico y campana. • Piso flotante en living-comedor y dormit...",4700.0,7
2020-09-02,La Florida,0,0,100.0,,4.0,2.0,0,"La Florida, Vicente Valdés 89","Excelente departamento, metro vicente valdes Vicente valdes n° 89 Comuna la florida Caracteristica del departamento de 4 dormitorios - piso 2, vista oriente • 4 dormitorios, todos con closet. • 2 baños, principal en suite. • gran cocina independiente equipada con encimera, horno empotrado y campa...",3206.83,8
2020-09-02,Santiago,0,0,50.5,,2.0,2.0,0,"Santiago, Lord Cochrane 302","Metro Parque Almagro Departamento 2D - 2B - E - B Se Aceptan ofertas desde las 3.100UF *49 m2 Útiles *50,5 m2 Totales *2 dormitorios, principal en suite *2 baños *Living comedor con salida a terraza *Cocina Americana amoblada *Orientación: Sur *Ubicado en piso 12 de 22 pisos en el edificio *Estac...",3100.0,8
2020-09-01,Santiago,0,0,73.0,,3.0,2.0,0,"Santiago, Sta Isabel 431","Se Vende departamento en Santa Isabel, Santiago Centro Departamento piso 11, ubicado en Calle Santa Isabel 431, Comuna de Santiago. La propiedad cuenta con una excelente ubicación, pleno Centro de Santiago. Condominio con seguridad las 24 horas con acceso controlado, áreas verdes, citófonos y pis...",4357.11,9
2020-08-31,Providencia,0,0,63.0,,3.0,2.0,0,"Providencia, Miguel Claro","¡Gran oportunidad! Departamento muy luminoso de 63 mts.2 aproximados. Ubicado en Avenida Miguel Claro. Consta de amplio living comedor con 2 grandes terrazas al poniente y al oriente, cocina independiente equipada y amoblada, 3 dormitorios con closets y 2 baños, ubicado en un cuarto y último piso...",4990.0,10
2020-08-31,San Miguel,0,0,87.0,,3.0,2.0,0,"San Miguel, San Nicolás","¡Gran oportunidad! Departamento con terraza cerrada, 2 estacionamientos lineales de uso y goce y 1 bodega orientación norte oriente, de 87 metros útiles aprox. con 2 terrazas, una de ellas en living comedor y la otra terraza en dormitorio principal. Consta de amplio living comedor, cocina indepen...",4391.97,10
2020-08-31,Recoleta,0,0,70.0,,2.0,2.0,0,"Recoleta, Grajales","Superficie total 70 m2, 68 m2 Útil Hermoso departamento, Living–comedor con terraza, 2 dormitorios, dormitorio principal en suite con walking closets, baño de visita, cocina tradicional amoblada y equipada con logia. Calefón nuevo. 1 bodega sin estacionamiento Gastos Comunes: $65.000, contribucio...",3067.41,10
2020-08-30,Estación Central,0,0,30.0,,1.0,1.0,1,"Estación Central, Av. María Rozas Velásquez 61","SE VENDEN TRES ESPECTACULARES Y CÓMODOS DEPARTAMENTOS Aprovecha esta oportunidad y compra departamentos prácticamente nuevos en el edificio ""Alto Las Rejas II"" ubicado en Avenida María Rozas de Velásquez N°61 en la comuna de Estación central con las siguientes características: - 30 metros cuadrad...",1917.13,11
2020-08-30,Santiago,0,0,37.0,,1.0,1.0,0,"Santiago, Morande626","Departamento de un ambiente pleno corazón del barrio cívico de Santiago, excelente estado. Oportunidad inversión,",2200.0,11
2020-08-29,Estación Central,0,0,45.0,,2.0,1.0,0,"Estación Central, Radal 018","Departamento, impecable, muy buena ubicación en edificio moderno, cerca de metro ecuador y alameda, clínicas , supermercados, colegios. Estacionamiento subterráneo y bodega.",2265.7,12
2020-08-28,Ñuñoa,0,0,92.0,,3.0,2.0,0,"Ñuñoa, Fidias 1198","Vendo departamento dúplex en Villa Olímpica, ubicado en un segundo piso, block 65 departamento 204 con 87 mts2 construidos aprx. Primer Piso cuenta con: Cocina amplia, con logia instalación a lavadora Amplio Living y Comedor con salida a terraza. Baño visita Segundo Piso cuenta con: Tres Dormitor...",3659.97,13
2020-08-28,Recoleta,0,0,67.0,,2.0,2.0,0,"Santiago, Av. Perú 981","Se vende excelente departamento ubicado en avenida Perú 981 piso 18; Comuna Recoleta, 67,46 mts. Orientación sur poniente, dos terrazas grandes, 2 dormitorios con closet, 2 baños de mármol, cocina completamente amoblada, horno eléctrico, encimera y logia incluida, bodega, calefacción central por ...",4300.0,13
2020-08-28,Vitacura,0,0,176.0,,4.0,4.0,0,"Vitacura, Pío xi 1147","Departamento con muy buena ubicación en Pío XI, Vitacura. Excelente barrio y conectividad, además de estar cercano al Parque Arauco, comercio, servicios, colegios, parques y plazas. El departamento tiene amplias terrazas independientes en el living y dormitorios. Cuenta con 3 dormitorios y 3 baño...",10900.0,13
2020-08-28,Santiago,0,0,40.0,,1.0,1.0,0,"Santiago, San Isidro 538","En venta con disponibilidad inmediata, Cómodo departamento en excelentes condiciones, buena ubicación, 1 dormitorio, 1 baño, cocina amoblada y cerrada, living-comedor, balcón. Cercano a comercios de todo tipo y del centro de Santiago. El edificio cuenta con Seguridad las 24 hrs., quincho, piscina...",2439.98,13
2020-08-28,Santiago,0,0,52.0,,1.0,1.0,0,"Santiago, Huérfanos 547","EN VENTA EXCELENTE DUPLEX OPORTUNIDAD PARA INVERSIONISTAS ** A dos cuadras del metro Bellas Artes y cuatro de metro Santa Lucía, 52 m2, 2 pisos, 1 dormitorio, 1 baño completo, cocina americana, Ventanas de termo panel, terraza, Piso flotante. Edificio equipado con piscina techada, sala multiuso, ...",3485.69,13
2020-08-28,Santiago,0,0,52.0,,1.0,1.0,0,"Santiago, Huérfanos 547","EN VENTA EXCELENTE DEPARTAMENTO DUPLEX ESTILO LOSF OPORTUNIDAD PARA INVERSIONISTAS ** A dos cuadras del metro Bellas Artes y cuatro de metro Santa Lucía, 52 m2, 2 pisos, 1 dormitorio, 1 baño completo, cocina americana, Ventanas de termo panel, terraza, Piso flotante. Edificio equipado con piscina...",3485.69,13
2020-08-28,Las Condes,0,0,261.0,,4.0,5.0,0,"Las Condes, Francisco Bulnes Correa/San Carlos de Apoquindo","Si buscas un dpto. familiar, amplio, luminoso, moderno, práctico, cómodo este es para ti. Ubicado en privilegiado sector en San Carlos de Apoquindo, cerca del colegio, Wenlock, Juanita de los Andes y Scuola Italiana, Universidades, Jardines Infantiles. 3 Dormitorios en suite l Sala de Estar l Log...",20200.0,13
2020-08-28,Ñuñoa,0,0,72.0,,2.0,2.0,0,"Ñuñoa, Amplio Departamento/ Cercano a metros","Gran departamento en tranquilo condominio del 2015, disfruta de un ambiente seguro y silencioso. con excelente conectividad y cercano a estaciones de metros. Vive en un entorno rodeado de todos los servicios que puedas necesitar. Departamento con orientación norte en cuarto piso, de dos dormitori...",4690.0,13
2020-08-27,Independencia,0,0,80.0,,3.0,1.0,0,"Independencia, Gamero 2010","Vendo departamento, cera del centro de santiago, calle Gamero 2010, Población Juan Antonio Ríos, a pasos de Av. Fermin Vivaceta, y Autopistra Central. Departamento Duplex piso tercero y cuarto, living comedor, 3 dormitorios 1 baño, con estacionamiento de uso común. Cercano a Supermercados,Almacen...",1917.13,14
2020-08-27,Las Condes,0,0,118.0,,3.0,2.0,0,"Santiago, Bergen","Luminoso departamento con vista despejada en residencial sector de Las Condes. Amplio dormitorio principal en suite con walkin closet. Dos dormitorios amplio con grandes closet y baño completo. Cocina con muebles a medida y electrodomésticos de gran calidad. Piso de parquet de madera de roble, ro...",10190.0,14
2020-08-27,Providencia,0,0,93.0,,3.0,2.0,0,"Providencia, Antonio Varas 204","Lindo departamento duplex con vista a parque interior, especial para remodelar, bajos gastos comunes",5577.1,14
2020-08-27,Ñuñoa,0,0,94.0,,3.0,2.0,0,"Ñuñoa, Teniente Montt / Manuel Montt","Departamento con 84 mts2 útiles, 9,88 mts2 terraza vista norte, muy buen estado de mantención, ubicado en el sexto piso, cuenta con cocina separada y logia incorporada, conexión para lavadora. 3 dormitorios, todos con vista norte despejada, 2 baños, principal ventilación natural, home office, Inc...",6100.0,14
2020-08-26,Las Condes,0,0,110.0,,3.0,2.0,0,"Las Condes, Av. las Condes 12523","Hermoso departamento en Av. Las Condes, a pasos del Cantagallo, Supermercados, Colegios, Universidades, bancos, servicios en general. Excelente conectividad. Edificio con seguridad las 24 horas y acceso controlado, estacionamiento para visitas, áreas verdes, juegos infantiles, piscina, quincho, g...",8250.0,15
2020-08-25,Ñuñoa,0,0,70.0,,2.0,2.0,0,"Ñuñoa, Irarrázaval 3435","Condominio inserto en barrio residencial de Ñuñoa, a una cuadra de estación metro Chile España, locomoción colectiva a la puerta, una cuadra de la Ilustre Municipalidad de Ñuñoa, Centros comerciales (Fonasa, Registro Civil, etc.) Bancos (Estado, Santander, Itau, etc.), de Salud (Vidaintegra, Inte...",4845.11,16
2020-08-23,Ñuñoa,0,0,67.0,,2.0,2.0,0,"Ñuñoa, Av. Condell 1807","Como nuevo se Vende en Barrio Italia, Departamento MARIPOSA Dos años y medio de uso , aun en garantía de la inmobiliaria Actual ubicado en un 2 piso vista Oriente, consta de 2 Dormitorios Ambos en Suite , con amplios Closet, ambos tienen Salida a terraza, 2 baños completos .- Piso Flotante en los...",4690.0,18
2020-08-23,Providencia,0,0,100.0,,3.0,2.0,0,"Providencia, Av. Holanda 548","Amplio departamento en Holanda al llegar a Carmen Sylva, 3 Dormitorios 2 Baños, Estacionamiento techado, bodega. Orientación: Nororiente. Piso 4. No tiene asensor. Cocina independiente con muebles de cocina y amplia logia con espacio para lavadora y secadora y cualquier otro uso. Terraza muy ampl...",7300.0,18
2020-08-23,Santiago,0,0,50.0,,2.0,2.0,0,"Santiago, Titan 4900","Departamento en Estacion central, 2 dormitorios, 2 baños, Estacionamiento. Orientacion: poniente. Cocina semiamericana. Espacio para lavadora. Logia. Piso: 13. Tipo de piso:piso flotante en living-comedor-pasillo, piso alfombrado en piezas. Edificio cuenta con: piscina, quincho con sala de evento...",2509.7,18
2020-08-23,Santiago,0,0,70.0,,2.0,2.0,0,"Santiago, San Eugenio 990","Amplio departamento de 2 dormitorios 2 baños, estacionamiento y bodega. Ubicado en San Eugenio al llegar a Suarez Mujica. Orientacion Sur. Piso: 15. Superficie Total: 69,95m2; Superficie Util: 56,23 m2; Terraza: 11,02m2. Logia: 2.7m. Cocina independiente con Logia, cocina completamente equipada; ...",4635.97,18
2020-08-22,Providencia,0,0,120.0,,3.0,3.0,0,"Providencia, Elena Blanco 1162","Ubicación: Providencia, Santiago. Amplio y cómodo departamento en venta, ubicado a pasos de Francisco Bilbao. Entorno cercano a colegios, universidades, paraderos, supermercados, restaurantes, parque y metro Inés de Suarez. Piso 5 | 3 Dormitorios | 3 Baños cubierta mármol | Cocina | Cocina cubier...",9481.07,19
2020-08-21,Santiago,0,0,40.0,,1.0,1.0,0,"Santiago, San Diego 1473",,1800.0,20
2020-08-21,La Cisterna,0,0,41.0,,2.0,1.0,0,"La Cisterna, La Cisterna","Código Interno: LaCisterna_103 Departamento de 2 dormitorios, 1 baño y terraza. • 41,17 m2 totales y 38 m2 útiles. • Piso 10. Orientación Nororiente. • Cocina americana con cubierta de granito, amoblada y equipada con: encimera eléctrica de 2 platos, horno eléctrico y campana. • Ventanas de PVC y...",2770.0,20
2020-08-21,Las Condes,0,0,140.0,,3.0,2.0,0,"Las Condes, Martín de Zamora 3181","Hermoso departamento en Martín de Zamora, barrio tranquilo y con muy buena conectividad y servicios cercanos. Piso 8, estacionamiento y bodega. Cuenta con hall de acceso, cocina con comedor de diario, amplia loggia y dormitorio de servicio con baño completo. Living comedor con amplia terraza. Dor...",9700.0,20
2020-08-21,Estación Central,0,1,22.0,,1.0,1.0,0,"Estación Central, Sanz 81, 81","Código Interno: EstaciónCentral_123 Departamento totalmente nuevo Home Studio (1 ambiente) con 1 baño full equipado. 22 m2 totales con excelente distribución. Piso 3. Orientación Oriente. Hermosa vista despejada. Cocina americana amoblada y full electric. Equipada con: encimera vitrocerámica, hor...",1380.0,20
2020-08-21,Las Condes,0,0,59.0,,2.0,1.0,0,"Las Condes, Metro Tobalaba","DEPTO. CON 2D + 1B Y ESTACIONAMIENTO. A 3 CUADRAS DEL METRO TOBALABA. Código Interno: LasCondes_141 Departamento de 2 dormitorios y 1 baño. 52 m2 útiles / 59 m2 totales. Piso 3. Orientación Sur Oriente Cocina americana. Conexión para lavadora. Piso flotante en dormitorios, pasillo y living; porce...",5500.0,20
2020-08-20,La Cisterna,0,0,45.0,,2.0,1.0,1,"La Cisterna, Alejandro Vial 8088","Código Interno: LaCisterna_102 Departamento de 2 dormitorios, 1 baño y cocina americana. Posibilidad de un 3er dormitorio. • 45 m2 totales / 45 m2 útiles. • Piso 1. Vista hacia el interior del condominio. • Cocina americana amoblada y campana. Logia. • Piso flotante en living - comedor y dormitor...",1812.56,21
2020-08-20,Santiago,0,0,88.0,,3.0,2.0,0,"Santiago, Coquimbo 1488","Código Interno: StgoC_203 Comisión de corretaje preferencial del 1,5% más IVA, incluye gastos notariales de promesa de compraventa pagados por Corredorpro. Se vende departamento semi - amoblado con 3 dormitorios, 2 baños y terraza. 88 m2 totales / 80 m2 útiles. Piso 3. Orientación Sur- poniente. ...",4600.0,21
2020-08-20,Independencia,0,0,27.0,,1.0,1.0,0,"Independencia, Colón 1450",Código Interno: Independencia_110 Departamento de 1 dormitorio y 1 baño (en suite con conexión para lavadora). 27 m2 totales. Piso 20. Orientación Norte. Cocina americana amoblada y equipada con: encimera y horno eléctrico. Logia. Home office. Agua caliente por caldera. Piso flotante en dormitori...,1812.56,21
2020-08-20,Providencia,0,0,94.0,,2.0,2.0,0,"Providencia, José Manuel Infante 1095","Código Interno: Prov_119 Comisión de corretaje preferencial del 1,5% más IVA, incluye gastos notariales de promesa de compraventa pagados por Corredorpro. Lindo departamento de 2 dormitorios, 2 baños, sala de estar y gran terraza. Dormitorio principal en suite con walking closet. • 85 m2 útiles /...",6695.0,21
2020-08-20,Peñalolén,0,0,128.0,,3.0,2.0,0,"Peñalolén, Calle La Llaveria Sur 5475","Código Interno: Pe_118 3 amplios dormitorios y 2 baños. Dormitorio Principal con baño en suite y walking – closet. 128 m2 total / 117 m2 útil. Más patio exclusivo de 115 m2. Primer Piso. Orientación nor - oriente en living - comedor y dormitorio principal, y sur poniente los otros dos dormitorios...",8400.0,21
2020-08-19,Santiago,0,0,62.5,,3.0,2.0,0,"Santiago, Av. Brasil 875","Vendo departamento 3 dormitorios, 2 baños, Barrio Brasil. Ubicado en 3er piso. Living, Comedor con salida a terraza orientación Norte. Cocina con logia y conexión a lavadora. Los dormitorios tienen closet. Living, comedor y áreas comunes con piso flotante. El condominio cuenta con seguridad 24/7....",3200.0,22
2020-08-17,Santiago,0,0,59.0,,2.0,1.0,0,"Santiago, Carmen 602","Departamento Calidad ""Imagina"" 2 dormitorios 1 baño Ubicado en un muy buen sector de santiago Zona con un importante desarrollo urbanístico Terraza Construido año 2011 Cocina americana Cocina eléctrica Loggia interior para lavadora y secadora Orientación sur oriente Estacionamiento subterráneo Bo...",3206.83,24
